playerId,In,Ex
6004,55,9
6005,55,9
6006,56,3
6007,55,9
6008,55,8
6009,59,6
6010,59,5
6011,55,7
6012,59,3
6013,59,4
6014,56,1
6015,56,1
6016,59,1
6017,55,5
6018,55,1
6019,55,4
6020,56,2
6021,55,8
6022,56,1
6023,55,9
6024,56,1
6025,58,2
6026,58,2
6027,55,9
6028,58,5
6029,56,2
6030,59,1
6031,55,7
6032,56,2
6033,58,2
6034,56,1
6035,58,1
6036,58,2
6037,59,1
6038,56,1
6039,56,1
6040,55,3
6041,58,1
6042,55,1
6043,59,3
6044,55,7
6045,55,10
6046,55,7
6047,55,3
6048,55,7
6049,55,3
6050,56,1
6051,55,9
6052,55,4
6053,55,5
6054,56,1
6055,58,1
6056,55,7
6057,55,6
6058,58,1
6059,76,1
6060,76,1
6061,19,1
6062,23,9
6063,24,9
6064,20,10
6065,75,3
6066,75,1
6067,30,5
6068,19,1
6069,23,1
6070,24,4
6071,19,8
6072,19,9
6073,22,9
6074,19,1
6075,19,9
6076,21,6
6077,19,8
6078,19,4
6079,23,8
6080,23,2
6081,23,8
6082,19,9
6083,22,10
6084,19,9
6085,20,11
6086,30,9
6087,23,9
6088,24,10
6089,31,1
6090,23,9
6091,19,9
6092,19,9
6093,30,10
6094,28,1
6095,22,10
6096,23,1
6097,31,1
6098,19,1
6099,23,1
6100,31,1
6101,22,1
6102,76,1
6103,19,1
6104,23,2
6105,19,7
6106,23,1
6107,19,2
6108,30,10
6109,30,4
6110,28,1
6111,30,11
6112,19,10
6113,23,10
6114,75,1
6115,31,2
6116,30,3
6117,30,9
6118,23,2
6119,19,8
6120,19,1
6121,30,12
6122,19,11
6123,23,9
6124,19,1
6125,23,2
6126,30,8
6127,19,7
6128,20,8
6129,23,6
6130,24,3
6131,30,9
6132,19,2
6133,23,4
6134,30,9
6135,19,10
6136,23,7
6137,19,8
6138,19,9
6139,19,2
6140,19,3
6141,19,1
6142,22,8
6143,19,7
6144,21,9
6145,31,1
6146,21,1
6147,30,6
6148,22,4
6149,23,3
6150,31,2
6151,31,2
6154,19,10
6155,23,8
6156,30,11
6157,29,3
6158,28,9
6159,31,1
6160,31,1
6161,31,1
6162,30,9
6163,19,7
6164,23,6
6165,20,4
6166,31,1
6167,31,1
6168,31,1
6170,20,5
6171,24,5
6172,31,1
6173,31,1
6174,30,1
6175,31,1
6176,31,1
6177,30,4
6178,28,1
6179,30,1
6180,31,1
6181,30,1
6182,30,3
6183,24,9
6184,30,9
6185,30,10
6186,58,3
6187,55,5
6188,59,4
6189,55,1
6190,58,3
6191,55,2
6192,58,3
6193,55,1
6194,58,2
6195,56,1
6196,58,3
6197,55,5
6198,58,2
6199,56,2
6200,55,8
6201,56,1
6202,55,9
6203,56,3
6204,55,7
6205,55,1
6206,55,6
6207,56,3
6208,55,1
6209,56,1
6210,56,1
6211,59,4
6212,55,5
6213,58,2
6214,59,3
6215,55,1
6216,58,3
6217,55,4
6218,55,1
6219,59,2
6220,59,3
6221,58,2
6222,55,8
6223,58,3
6224,58,4
6225,58,2
6226,55,8
6227,23,1
6228,55,2
6229,55,8
6230,55,1
6231,55,4
6232,55,8
6233,55,7
6234,55,8
6235,59,1
6236,55,8
6237,55,4
6238,55,9
6239,59,3
6240,55,6
6241,58,2
6242,56,2
6243,55,9
6244,56,3
6245,58,1
6246,56,2
6247,55,9
6248,56,1
6249,58,3
6250,59,1
6251,56,1
6252,55,9
6253,58,3
6254,56,7
6255,55,7
6256,58,2
6257,55,4
6258,59,4
6260,55,1
6261,55,1
6262,55,1
6263,31,1
6264,31,2
6265,58,2
6266,40,4
6267,40,3
6268,59,4
6269,59,4
6270,55,9
6271,55,1
6272,55,4
6273,55,1
6274,58,3
6275,58,3
6276,58,2
6277,58,1
6278,58,2
6279,58,2
6280,55,5
6281,58,3
6282,55,1
6283,55,1
6284,55,4
6285,55,9
6286,55,9
6287,56,1
6288,55,1
6289,55,6
6290,55,1
6291,58,2
6292,58,3
6293,59,4
6294,58,1
6295,55,7
6296,55,8
6297,58,3
6298,55,7
6299,58,2
6300,55,5
6301,55,6
6302,59,3
6303,55,7
6304,55,5
6305,55,5
6306,55,5
6307,55,7
6308,55,9
6309,58,3
6310,56,4
6311,55,6
6312,55,6
6313,55,6
6314,55,1
6315,55,4
6316,55,7
6317,55,8
6318,55,3
6319,55,8
6320,59,2
6321,59,4
6322,55,1
6323,56,3
6324,55,2
6325,55,1
6326,19,6
6327,23,4
6328,55,5
6329,55,4
6330,56,3
6331,58,1
6332,40,10
6333,37,8
6334,59,1
6336,55,4
6337,58,2
6338,55,7
6339,59,1
6340,55,2
6341,55,1
6342,55,9
6343,55,8
6344,56,4
6345,58,3
6346,56,3
6347,55,7
6348,59,3
6349,55,4
6350,58,3
6351,55,9
6352,58,3
6353,55,9
6354,59,3
6355,37,1
6356,55,2
6357,55,7
6358,55,5
6359,55,2
6360,55,1
6361,55,4
6362,55,6
6363,55,4
6364,58,1
6365,56,1
6366,56,2
6367,58,3
6368,40,5
6369,37,6
6370,58,3
6371,58,3
6372,55,5
6373,19,2
6374,30,1
6375,31,1
6376,30,9
6377,19,8
6378,23,7
6379,31,2
6380,31,1
6381,31,1
6382,31,1
6383,31,1
6384,31,2
6385,31,2
6386,28,9
6387,19,5
6388,19,9
6389,30,10
6390,28,8
6391,23,10
6392,31,1
6393,28,10
6394,20,7
6395,24,3
6396,28,8
6397,30,5
6398,31,1
6399,19,8
6400,23,8
6401,23,1
6402,19,7
6403,23,1
6404,31,2
6405,57,5
6406,30,7
6407,23,4
6408,24,2
6409,21,1
6410,75,1
6411,75,1
6412,30,10
6413,30,1
6414,30,1
6415,23,10
6416,23,1
6417,31,1
6418,30,10
6419,31,1
6420,20,4
6421,24,4
6422,30,10
6423,31,2
6424,19,3
6425,23,3
6426,24,8
6427,22,1
6428,31,2
6429,31,2
6430,31,1
6431,31,2
6432,28,11
6433,28,9
6434,31,1
6435,31,2
6436,30,10
6437,31,1
6438,31,1
6440,31,1
6441,31,1
6442,30,1
6443,31,2
6444,31,1
6445,31,1
6446,31,1
6447,31,2
6448,19,5
6449,23,2
6450,21,6
6451,22,8
6452,19,8
6453,23,6
6454,31,1
6455,28,9
6456,31,1
6457,30,12
6458,31,1
6459,28,9
6460,31,1
6461,31,1
6462,31,1
6463,31,1
6464,57,3
6465,18,1
6466,30,10
6467,28,10
6468,30,9
6469,19,1
6470,30,1
6471,28,9
6472,28,10
6473,28,9
6474,28,10
6475,28,10
6476,28,9
6477,28,8
6478,28,9
6479,30,9
6480,28,11
6481,28,4
6482,28,11
6483,28,7
6484,28,9
6485,28,7
6486,28,1
6487,23,1
6488,28,11
6489,28,2
6490,28,10
6491,28,9
6492,28,11
6493,28,7
6494,28,2
6495,28,11
6496,28,11
6497,28,11
6498,28,11
6499,28,8
6500,28,9
6501,28,11
6502,28,10
6503,30,10
6504,29,11
6505,28,4
6506,28,7
6507,28,9
6508,30,7
6509,31,1
6510,28,1
6511,30,1
6512,19,2
6513,20,4
6514,30,1
6515,25,2
6516,25,3
6517,19,2
6518,23,2
6534,25,7
6535,25,6
6536,25,7
6537,25,6
6538,25,5
6539,25,5
6540,25,6
6541,25,6
6542,25,6
6543,25,7
6544,25,7
6545,25,7
6546,25,7
6547,25,7
6548,25,4
6549,25,5
6550,25,5
6551,25,5
6552,25,4
6553,25,6
6554,25,6
6555,25,5
6556,25,5
6557,25,5
6558,25,5
6559,25,5
6560,25,4
6561,25,5
6562,25,6
6563,25,5
6564,25,7
6565,25,6
6566,25,7
6567,25,7
6568,25,7
6569,19,7
6570,19,7
6571,23,9
6572,25,7
6573,25,7
6574,25,9
6575,25,8
6576,25,8
6577,25,7
6578,25,7
6579,25,7
6580,25,6
6581,25,8
6582,25,7
6583,25,8
6584,25,8
6585,25,4
6586,25,8
6587,25,8
6588,25,8
6589,25,8
6590,25,8
6591,25,7
6592,25,7
6593,25,8
6594,25,8
6595,25,8
6596,25,7
6597,25,8
6598,25,8
6599,25,8
6600,25,8
6601,25,9
6602,25,4
6603,25,2
6604,25,8
6605,25,8
6606,25,8
6607,25,8
6608,25,9
6609,25,9
6610,29,1
6611,29,9
6612,19,8
6613,23,9
6614,23,1
6615,19,7
6616,19,10
6617,23,5
6618,28,10
6619,20,9
6620,24,5
6621,28,4
6622,30,10
6623,19,8
6624,22,10
6625,22,8
6626,30,9
6627,31,1
6628,30,10
6629,19,9
6630,20,9
6631,23,8
6632,24,3
6633,31,1
6634,31,2
6635,30,8
6636,19,9
6637,23,1
6638,31,1
6639,19,8
6640,29,9
6641,30,9
6642,30,8
6643,31,1
6644,76,1
6646,76,1
6647,76,1
6648,76,1
6649,76,1
6650,30,9
6651,22,5
6652,19,8
6653,23,4
6654,31,1
6655,31,2
6656,23,2
6657,30,3
6658,28,1
6659,19,9
6660,21,9
6661,21,10
6662,18,1
6663,31,1
6664,14,4
6665,14,8
6666,13,8
6667,13,1
6668,13,8
6669,10,1
6670,11,1
6671,11,3
6672,11,9
6673,11,8
6674,12,7
6675,12,11
6676,12,7
6677,12,9
6678,12,2
6679,12,1
6680,22,9
6681,19,9
6682,23,1
6683,21,5
6684,31,1
6685,31,1
6686,31,1
6687,30,11
6688,31,1
6689,19,9
6690,23,8
6691,29,8
6692,19,5
6693,23,3
6694,23,5
6695,19,7
6696,57,2
6697,31,3
6698,31,2
6699,30,10
6700,19,9
6701,23,6
6702,28,9
6703,31,1
6704,21,9
6705,19,5
6706,23,1
6707,30,1
6708,21,9
6709,31,2
6710,30,10
6711,31,3
6712,31,1
6713,22,6
6714,23,4
6715,21,2
6716,21,1
6717,30,10
6718,31,1
6719,31,1
6720,31,1
6721,23,9
6722,22,8
6723,18,1
6724,21,9
6725,19,7
6726,30,1
6727,19,10
6728,23,7
6735,30,3
6736,30,2
6737,30,9
6738,30,11
6739,29,9
6740,30,10
6741,28,1
6744,19,4
6745,19,5
6746,19,1
6747,24,4
6748,23,5
6749,19,1
6750,62,1
6751,30,7
6752,22,8
6753,19,3
6754,23,2
6755,19,4
6756,23,3
6757,44,1
6758,31,1
6759,30,1
6760,31,1
6761,30,5
6762,28,1
6763,30,10
6764,30,2
6765,30,4
6766,30,10
6767,31,1
6768,24,10
6769,31,1
6770,30,1
6771,22,9
6772,30,2
6773,19,1
6774,19,2
6775,23,2
6776,31,1
6777,30,10
6778,19,9
6779,23,9
6780,55,7
6781,56,2
6782,55,4
6783,56,1
6784,55,6
6785,55,3
6786,58,2
6787,55,3
6788,55,3
6789,58,3
6790,55,4
6791,58,2
6792,58,1
6793,58,1
6794,58,1
6795,55,3
6796,58,2
6797,58,2
6798,58,5
6799,58,1
6800,58,1
6801,58,1
6802,59,3
6803,58,3
6804,58,3
6805,58,1
6806,58,2
6807,58,3
6808,58,3
6809,58,3
6810,58,3
6811,58,3
6812,58,4
6813,58,1
6814,58,1
6815,58,3
6816,55,7
6817,56,3
6818,55,5
6819,58,2
6820,55,6
6821,56,2
6822,58,3
6823,58,1
6824,55,1
6825,59,3
6826,58,2
6827,58,3
6828,56,1
6829,58,3
6830,56,1
6831,56,1
6832,58,1
6833,56,1
6834,55,7
6835,55,9
6836,55,4
6837,58,3
6838,58,5
6839,56,1
6840,56,1
6841,58,3
6842,56,1
6843,56,1
6844,56,1
6845,55,7
6846,55,3
6847,55,9
6848,55,4
6849,57,2
6850,58,3
6851,58,1
6852,59,2
6853,58,1
6854,56,1
6855,58,1
6856,58,2
6857,55,9
6858,56,2
6859,58,3
6860,56,1
6861,58,3
6862,59,4
6864,56,1
6865,56,1
6866,30,1
6867,58,2
6868,59,2
6869,58,2
6870,58,1
6871,19,1
6872,23,1
6873,6,5
6874,6,5
6875,55,9
6876,55,4
6877,55,8
6878,59,1
6879,55,4
6880,55,1
6881,56,1
6882,55,8
6883,55,8
6884,59,1
6885,55,1
6886,55,3
6887,59,1
6888,55,8
6889,58,1
6890,55,6
6892,55,7
6893,56,3
6894,55,5
6895,55,4
6896,55,7
6897,55,1
6898,31,4
6899,31,1
6900,19,5
6901,19,4
6902,19,7
6904,30,9
6905,48,1
6906,48,1
6907,48,1
6908,23,9
6909,23,9
6910,19,10
6911,21,10
6912,19,4
6913,21,2
6914,21,1
6915,19,9
6916,19,10
6917,23,10
6918,19,2
6919,21,8
6920,31,1
6921,19,1
6922,21,1
6923,30,2
6924,19,1
6925,21,1
6926,30,10
6927,31,1
6928,19,9
6929,20,8
6930,23,8
6931,57,4
6932,31,1
6933,31,1
6934,31,1
6935,31,1
6936,31,3
6937,31,2
6938,31,1
6939,31,1
6940,31,1
6941,31,1
6942,31,1
6943,31,1
6944,31,1
6945,31,2
6946,31,1
6947,31,1
6948,31,1
6949,31,1
6950,31,1
6951,31,1
6952,31,1
6953,28,10
6954,28,10
6955,31,2
6956,31,1
6957,31,1
6958,31,1
6959,31,1
6960,31,2
6961,31,1
6962,30,5
6963,31,1
6964,31,1
6965,30,3
6966,31,1
6967,31,2
6968,31,1
6969,31,1
6970,31,1
6971,31,1
6972,31,1
6973,31,1
6974,31,1
6975,31,1
6976,31,1
6977,31,1
6978,31,1
6979,31,1
6980,31,1
6981,31,1
6982,31,1
6983,31,1
6984,31,1
6985,31,2
6986,31,1
6987,31,1
6988,31,2
6989,31,1
6990,31,1
6991,31,2
6992,31,1
6993,19,4
6994,20,3
6995,24,2
6997,31,3
6998,30,10
6999,31,2
7000,28,8
7001,19,8
7002,23,9
7003,30,10
7004,28,10
7005,19,9
7006,20,10
7007,23,9
7008,31,1
7009,2,8
7010,31,3
7011,30,6
7012,31,1
7013,31,2
7014,19,1
7015,23,3
7016,30,1
7017,31,1
7018,30,12
7019,23,10
7020,24,10
7021,29,8
7022,23,4
7023,31,1
7024,31,1
7025,31,1
7026,31,1
7027,19,3
7028,21,1
7029,19,8
7030,31,1
7031,31,1
7032,31,1
7033,31,1
7034,31,1
7035,30,1
7036,19,1
7037,21,1
7038,31,1
7039,20,8
7040,21,2
7041,31,1
7042,31,1
7043,31,1
7044,31,1
7045,31,1
7046,19,1
7047,30,9
7048,29,9
7049,19,10
7050,23,8
7051,29,9
7052,19,9
7053,23,8
7054,28,11
7055,19,9
7056,23,9
7057,31,1
7058,31,1
7059,23,9
7060,19,10
7061,23,2
7062,19,1
7063,23,1
7064,30,8
7065,28,8
7066,28,9
7067,23,6
7068,28,10
7069,21,3
7070,30,11
7071,19,11
7072,23,11
7073,19,5
7074,23,4
7075,20,9
7076,19,10
7077,23,8
7078,19,7
7079,27,1
7080,19,1
7081,30,10
7082,28,10
7083,31,1
7084,31,2
7085,28,9
7086,31,1
7087,30,9
7088,31,1
7089,31,1
7090,31,1
7091,31,1
7092,31,1
7093,31,1
7095,31,2
7096,30,10
7097,29,10
7098,28,9
7099,31,1
7100,31,1
7101,31,1
7102,31,1
7103,31,1
7104,31,1
7105,31,1
7106,31,1
7107,31,1
7108,31,1
7109,31,1
7110,31,2
7111,31,2
7112,31,1
7113,31,2
7114,31,1
7115,27,1
7116,31,2
7117,31,1
7118,30,10
7119,28,1
7120,30,6
7121,31,2
7122,28,10
7123,28,8
7125,22,4
7126,31,1
7127,75,1
7128,75,1
7129,30,5
7130,30,9
7131,28,2
7132,19,3
7133,19,1
7134,20,2
7135,23,2
7136,24,1
7137,21,9
7138,19,2
7139,23,2
7140,31,1
7141,30,4
7142,20,5
7143,31,1
7144,31,1
7145,31,1
7146,20,2
7147,24,1
7148,19,1
7149,71,1
7150,30,1
7151,30,1
7152,30,1
7153,2,1
7154,2,3
7155,31,2
7156,55,6
7157,55,2
7158,56,1
7159,55,8
7160,56,1
7161,58,3
7162,59,3
7163,58,1
7164,28,10
7165,23,2
7166,19,3
7167,19,1
7168,19,8
7169,19,9
7170,23,8
7171,23,9
7172,20,11
7173,24,10
7174,31,1
7175,30,8
7176,55,3
7177,55,3
7178,56,2
7179,56,1
7180,58,2
7181,56,1
7182,56,1
7183,56,1
7184,56,2
7185,58,3
7186,58,2
7187,55,9
7188,58,3
7189,56,1
7190,56,1
7191,69,4
7192,69,5
7193,69,7
7194,69,6
7195,69,2
7196,69,7
7197,69,6
7198,69,8
7199,69,7
7200,55,1
7201,30,8
7202,30,10
7203,30,9
7204,30,8
7205,30,9
7206,30,9
7207,30,9
7208,22,2
7209,19,3
7210,23,1
7211,30,10
7212,19,7
7213,19,10
7214,19,1
7215,19,10
7216,19,2
7217,19,1
7218,19,9
7219,19,1
7220,22,10
7221,19,9
7222,19,1
7223,20,9
7224,20,9
7225,31,1
7226,22,11
7227,2,1
7228,2,2
7229,2,2
7230,3,4
7231,3,2
7232,3,7
7233,3,8
7234,2,1
7235,3,6
7236,31,1
7237,75,1
7238,75,1
7239,75,1
7240,75,1
7241,75,1
7242,37,2
7243,40,5
7244,55,8
7245,55,8
7246,55,3
7247,55,6
7248,55,5
7249,55,7
7250,55,8
7251,55,3
7252,55,9
7253,55,1
7254,55,1
7255,55,3
7256,55,9
7257,55,8
7258,55,7
7259,55,8
7260,57,2
7261,55,2
7262,55,4
7263,55,3
7264,55,6
7265,55,7
7266,55,8
7267,57,3
7268,57,5
7269,55,6
7270,55,6
7271,55,1
7272,55,6
7273,55,7
7274,55,8
7275,55,6
7276,60,5
7277,55,1
7278,55,1
7279,55,1
7280,56,1
7281,60,1
7282,56,1
7283,56,1
7284,56,1
7285,56,2
7286,55,4
7287,55,6
7288,55,8
7289,55,8
7290,55,6
7291,55,1
7292,55,1
7293,55,5
7294,55,3
7295,56,1
7296,55,6
7297,55,4
7298,55,6
7299,55,7
7300,60,3
7301,57,3
7302,55,3
7303,55,8
7304,55,7
7305,57,4
7306,55,7
7307,55,7
7308,55,7
7309,55,1
7310,55,4
7311,57,3
7312,57,2
7313,57,2
7314,55,7
7315,55,3
7316,55,3
7317,57,2
7318,55,1
7319,55,3
7320,55,5
7321,55,6
7322,55,6
7323,55,8
7324,55,5
7325,55,6
7326,55,8
7327,55,3
7328,55,8
7329,55,1
7330,55,5
7331,55,4
7332,55,7
7333,55,5
7334,55,5
7335,55,8
7336,55,8
7337,55,7
7338,55,7
7339,57,4
7340,55,6
7341,55,7
7342,55,8
7343,55,4
7344,55,6
7345,55,6
7346,55,4
7347,55,4
7348,55,3
7349,55,7
7350,55,7
7351,55,7
7352,55,5
7353,55,5
7354,55,2
7355,57,1
7356,55,3
7357,55,1
7358,55,6
7359,55,5
7360,57,4
7361,55,1
7362,56,1
7363,55,5
7364,55,5
7365,55,5
7366,55,7
7367,55,4
7368,55,8
7369,55,7
7370,59,1
7371,55,8
7372,55,4
7373,55,4
7374,57,4
7375,55,5
7376,55,1
7377,57,3
7378,55,3
7379,55,1
7380,55,3
7381,55,6
7382,55,3
7383,59,1
7384,55,8
7385,55,4
7386,55,3
7387,55,3
7388,55,7
7389,55,2
7390,55,5
7391,55,6
7392,55,7
7393,55,5
7394,55,3
7395,55,1
7396,55,5
7397,55,8
7398,55,5
7399,55,3
7400,55,4
7401,55,3
7402,55,1
7403,55,1
7404,55,6
7405,55,7
7406,55,1
7407,55,3
7408,56,1
7409,55,3
7410,55,1
7411,55,6
7412,55,5
7413,55,6
7414,55,2
7415,59,3
7416,55,3
7417,55,1
7418,55,4
7419,60,5
7420,60,5
7421,60,3
7422,55,5
7423,55,7
7424,57,3
7425,55,1
7426,55,4
7427,55,6
7428,55,6
7429,55,5
7430,55,7
7431,55,4
7432,55,7
7433,55,6
7434,56,2
7435,55,4
7436,55,8
7437,55,2
7438,55,3
7439,55,7
7440,57,2
7441,57,2
7442,55,3
7443,55,1
7444,55,4
7445,55,6
7446,57,4
7447,59,3
7448,55,8
7449,59,1
7450,59,1
7451,56,1
7452,55,7
7453,55,3
7454,55,4
7455,55,8
7456,55,2
7457,55,8
7458,55,8
7459,55,9
7460,55,7
7461,55,4
7462,55,1
7463,55,7
7464,55,5
7465,55,4
7466,55,7
7467,55,3
7468,57,2
7469,55,1
7470,55,4
7471,55,6
7472,55,5
7473,55,7
7474,57,3
7475,55,4
7476,55,1
7477,55,8
7478,55,8
7479,55,8
7480,55,7
7481,55,3
7482,55,3
7483,55,5
7484,57,2
7485,55,8
7486,55,7
7487,55,7
7488,55,1
7489,55,4
7490,55,8
7491,55,8
7492,55,8
7493,55,6
7494,55,1
7495,55,3
7496,55,2
7497,55,8
7498,55,8
7499,55,6
7500,55,5
7501,55,7
7502,55,7
7503,55,6
7504,57,4
7505,57,2
7506,57,3
7507,55,9
7508,55,8
7509,55,1
7510,55,5
7511,55,7
7512,55,7
7513,55,8
7514,59,3
7515,57,3
7516,55,6
7517,55,9
7518,57,4
7519,55,4
7520,55,4
7521,57,2
7522,55,3
7523,55,1
7524,55,9
7525,55,8
7526,55,6
7527,55,7
7528,57,3
7529,55,5
7530,40,9
7531,37,9
7532,55,7
7533,55,5
7534,55,7
7535,55,2
7536,55,7
7537,58,1
7538,55,4
7539,55,3
7540,58,2
7541,31,1
7542,31,1
7543,30,9
7544,31,2
7545,30,10
7546,75,1
7547,75,2
7548,31,1
7549,19,1
7550,23,1
7551,19,3
7552,22,4
7553,75,1
7554,58,1
7555,64,1
7556,64,1
7557,64,1
7558,64,1
7559,64,1
7560,64,1
7561,64,1
7562,64,1
7563,64,1
7564,58,2
7565,58,1
7566,58,1
7567,59,1
7568,56,2
7569,64,1
7570,64,1
7571,64,1
7573,64,1
7574,64,1
7575,64,1
7576,64,1
7577,64,1
7578,64,1
7579,64,1
7580,64,1
7581,64,1
7582,64,1
7583,64,1
7584,64,1
7585,64,1
7586,64,1
7587,64,1
7588,64,1
7589,64,1
7590,64,1
7591,64,1
7593,64,1
7594,64,1
7595,64,1
7596,64,1
7597,64,1
7598,64,1
7599,64,1
7600,64,1
7601,64,1
7602,64,1
7603,64,1
7604,64,1
7605,64,1
7606,64,1
7608,64,1
7609,64,1
7610,64,1
7611,64,1
7612,64,1
7613,64,1
7614,64,1
7615,64,1
7616,64,1
7617,64,1
7618,64,1
7619,64,1
7620,64,1
7621,64,1
7622,64,1
7623,64,1
7624,64,1
7625,64,1
7626,64,1
7627,64,1
7628,64,1
7629,64,1
7630,64,1
7631,64,1
7632,64,1
7633,64,1
7634,64,1
7635,64,1
7636,64,1
7637,64,1
7638,64,1
7639,64,1
7640,64,1
7641,64,1
7642,64,1
7643,64,1
7644,64,2
7645,31,1
7648,75,1
7649,55,1
7650,40,7
7651,55,7
7652,58,1
7653,55,9
7654,55,5
7655,55,8
7656,56,2
7657,55,7
7658,56,1
7659,55,2
7660,55,3
7661,55,5
7662,58,1
7663,56,1
7664,56,1
7665,58,1
7666,56,1
7667,76,1
7668,75,3
7670,55,9
7671,58,3
7672,55,6
7673,55,9
7674,58,2
7675,56,1
7676,59,1
7677,59,3
7678,40,6
7679,37,2
7680,40,3
7681,40,9
7682,40,6
7683,40,6
7684,40,1
7685,40,4
7686,40,1
7687,40,6
7688,40,7
7689,40,2
7690,40,4
7691,40,5
7692,40,4
7693,40,4
7694,40,5
7695,40,7
7696,40,4
7697,40,4
7698,40,5
7699,40,4
7700,40,5
7701,40,6
7702,40,6
7703,40,6
7704,40,7
7705,40,8
7706,40,5
7707,40,8
7708,40,7
7709,40,6
7710,40,7
7711,40,6
7712,40,10
7713,55,8
7714,55,4
7715,58,1
7716,31,1
7717,31,1
7718,19,6
7719,23,5
7720,19,8
7721,23,8
7722,31,1
7723,19,8
7724,20,9
7725,23,8
7726,24,8
7731,19,1
7732,23,2
7733,23,4
7734,19,7
7735,23,7
7736,30,10
7737,30,9
7738,28,10
7739,30,9
7740,31,1
7741,30,9
7742,31,1
7743,31,2
7744,30,8
7745,30,3
7746,31,1
7747,31,1
7748,31,1
7749,31,1
7750,31,1
7751,31,3
7752,31,1
7753,31,1
7754,31,1
7755,31,1
7756,31,1
7757,31,2
7758,31,2
7759,31,2
7760,31,2
7761,31,2
7762,31,2
7763,31,2
7764,31,2
7765,31,3
7767,31,2
7768,31,2
7769,31,2
7770,29,10
7771,30,1
7772,29,1
7773,19,1
7774,23,6
7775,19,3
7776,23,1
7777,30,2
7778,28,1
7779,30,3
7780,30,9
7781,31,1
7783,31,2
7784,31,1
7785,31,1
7786,31,2
7787,31,1
7788,31,2
7789,23,7
7790,30,9
7791,19,10
7792,20,10
7793,23,10
7794,29,10
7795,19,9
7796,20,6
7797,23,9
7798,29,10
7799,19,9
7800,20,6
7801,23,7
7802,30,10
7803,19,10
7804,23,9
7805,28,11
7806,19,10
7807,20,11
7808,23,10
7809,24,10
7810,31,1
7811,30,1
7812,75,9
7813,75,1
7814,75,7
7815,75,10
7816,76,1
7817,76,1
7818,75,2
7819,75,3
7820,75,9
7821,75,5
7822,76,1
7823,75,1
7824,75,1
7825,30,2
7826,30,1
7827,30,1
7828,30,1
7829,30,1
7830,30,2
7831,30,3
7832,22,1
7833,31,1
7834,28,11
7835,31,1
7836,19,9
7837,20,10
7838,23,9
7839,24,6
7840,28,8
7841,31,1
7842,20,8
7843,24,4
7844,30,2
7845,28,1
7846,23,10
7847,30,1
7848,28,1
7849,28,7
7850,30,9
7851,28,9
7852,30,10
7853,28,7
7854,30,2
7855,28,2
7856,28,11
7857,30,9
7858,28,2
7859,29,3
7860,28,10
7861,29,10
7863,28,10
7864,30,10
7865,30,1
7866,30,1
7867,21,8
7868,21,1
7869,30,10
7870,30,2
7871,31,2
7872,30,12
7873,19,7
7874,23,9
7875,21,8
7876,43,5
7877,7,9
7878,7,7
7879,6,9
7880,6,8
7881,6,8
7882,6,9
7883,6,7
7884,6,9
7885,6,8
7886,6,5
7887,6,1
7888,6,4
7889,6,1
7890,6,4
7891,6,8
7892,6,7
7893,6,10
7894,6,10
7895,6,10
7896,6,1
7897,6,1
7898,31,1
7899,6,4
7900,6,1
7901,15,6
7902,15,2
7903,15,1
7904,15,2
7905,15,7
7906,15,3
7907,6,8
7908,31,1
7909,31,1
7910,31,1
7911,19,9
7912,30,11
7913,23,9
7914,31,1
7915,31,2
7916,28,9
7917,30,10
7918,31,2
7919,19,9
7920,23,7
7921,27,1
7922,30,1
7923,28,1
7924,7,8
7925,7,9
7927,7,9
7928,7,9
7929,7,8
7930,7,6
7931,7,6
7932,7,8
7933,7,9
7934,7,8
7935,7,9
7936,7,6
7937,7,8
7938,15,9
7939,15,7
7940,15,9
7941,15,8
7942,15,8
7943,15,4
7944,15,2
7945,15,9
7946,15,6
7947,15,7
7948,15,5
7949,6,7
7950,6,9
7951,6,8
7952,6,7
7953,6,9
7954,6,9
7955,6,3
7956,6,9
7957,15,1
7958,15,1
7959,15,1
7960,6,2
7961,6,9
7962,15,7
7963,15,8
7964,33,8
7965,33,8
7966,34,2
7967,34,1
7968,33,8
7969,34,1
7970,33,8
7971,34,1
7972,33,8
7973,34,1
7974,33,8
7975,33,8
7976,33,8
7977,33,9
7978,33,9
7979,33,9
7980,33,9
7981,33,7
7982,16,9
7983,16,9
7984,7,7
7985,33,9
7986,33,2
7987,33,3
7988,15,1
7989,15,4
7990,55,1
7991,59,1
7992,55,2
7993,55,5
7994,58,1
7995,58,4
7996,56,1
7997,55,7
7998,58,4
7999,40,3
8000,19,3
8001,23,1
8002,19,1
8003,19,4
8004,30,5
8005,23,5
8006,19,4
8007,23,2
8008,55,8
8009,55,8
8010,55,7
8011,56,2
8012,55,9
8013,58,1
8014,66,1
8015,66,1
8016,66,2
8017,66,1
8018,66,2
8019,66,3
8020,66,1
8021,66,2
8022,66,4
8023,66,4
8024,66,3
8025,66,2
8026,66,2
8027,55,5
8028,55,5
8029,58,3
8030,58,1
8031,55,7
8032,55,8
8033,58,2
8034,56,3
8035,55,8
8036,59,1
8037,69,2
8038,69,3
8039,31,1
8040,31,1
8041,19,8
8042,23,6
8043,23,9
8044,24,7
8045,40,4
8046,37,3
8047,40,5
8048,38,2
8049,37,3
8050,66,1
8051,66,2
